table_name,comments
EQUIPMENT_MAINTAIN,EQUIPMENT MAINTENANCE:  Use this table to track scheduled and actual maintenance activities on a piece of equipment
EQUIPMENT_COMPONENT,EQUIPMENT COMPONENT: This table is used to capture the relationships between equipment and busines objects
EQUIPMENT_BA,EQUIPMENT BUSINESS ASSOCIATES: Use this table to track business associates who are involved with a piece of equipement
EQUIPMENT_ALIAS,EQUIPMENT ALIAS:  Equipment may have more than one name
EQUIPMENT,EQUIPMENT:  Use this table to describe pieces of equipment that are real
ENT_SECURITY_GROUP_XREF,ENTITLEMENT SECURITY GROUP CROSS REFERENCE:  Use this table to track relationships between security groups
ENT_SECURITY_GROUP,ENTITLEMENT SECURITY:  This table is used to capture information about various security groups defined by an organization.  Each group can be granted different types of access to data based on their entitlements.
ENT_SECURITY_BA,ENTITLEMENT SECURITY BUSINESS ASSOCIATE:  The business associates (users
ENT_GROUP,ENTITLEMENT SECURITY GROUP:  This table is used to capture which security groups have access of varying types to the entitlement type.
ENT_COMPONENT,ENTITLEMENT COMPONENT:  The business objects defined in PPDM whose entitlement properties are managed by this entitlement description.  May include wells
ENTITLEMENT,ENTITLEMENT:  This table describes access and use priveledges or rights that are held by a person or organization.
ECOZONE_XREF,ECOZONE CROSS REFERENCE:  Ecozones may be related to each other in this table.  For example
ECOZONE_SET_PART,ECOZONE SET PART:Ecozone sets are associated with the relevant ecozones in this table.
ECOZONE_SET,ECOZONE SET:  this table is used to group ecozone definitions into sets used by an organization
ECOZONE_HIERARCHY,ECOZONE SET HIERARCHY:Ecozones in a set are arranged in hierarchical order in this table
ECOZONE_ALIAS,ECOZONE ALIAS:  Alternate names
ECOZONE,ECOZONE: A sedimentary rock unit or environment in which fossil deposition occurs.  Often
CS_PRINCIPAL_MERIDIAN,PRINICPAL MERIDIAN CODE: A reference table identifying the valid  principal meridians used for legal survey descriptions.  This is the f  irst meridian in the survey from which all other meridians are numbere  d.  For example Black Hi  lls 1878
CS_PRIME_MERIDIAN,PRIME MERIDIAN: The identification and definition of the starting longitude of a Geodetic coordinate system.  Includes an offset longitude from the Greenwich Meridian.
CS_GEODETIC_DATUM,GEODETIC DATUM: A coordinate system used to reference latitude and longitude values.  Geodetic Datums are comprised of an Ellipsoid of Revolution
CS_ELLIPSOID,ELLIPSOID: The ellipsoid of revolution
CS_COORD_TRANS_VALUE,COORDINATE TRANSFORMATION VALUE: the value assigned to a parameter for a coordinate transformation.  Sample data is derived from the EPSG.
CS_COORD_TRANS_PARM,COORDINATE SYSTEM TRANSFORMATION PARAMETERS:  Parameter associated with a transformation between coordinate systems.  This information is usually derived from the EPSG.  Note that this model is not designed to support actual coordinate transformation
CS_COORD_TRANSFORM,COORDINATE SYSTEM COORDINATE TRANSFORMATIONS:  This table and its subordinates are used to capture details about how values in one coordinate system are transformed into another.  Users should be aware that the contents of these tables are generally provided for reference only;  they do not provide the full suite of functionality necessary to perform conversions.  This function is best left to specialized software and service providers.
CS_COORD_ACQUISITION,COORD ACQUISITION:  identifies an assembly of coordinate data that  must be grouped together.  It should be acquired together at the  same time
CS_COORDINATE_SYSTEM,COORDINATE SYSTEM:  a supertype representing all the types of  coordinate sytems allowed in PPDM. Included Vertical
CS_ALIAS,COORDINATE SYSTEM  ALIAS: Allows users to refer to the coordinate  systems by common use names
CONT_XREF,CONTRACT CROSS REFERENCE:  this table may be used to track  relationships between contracts.  Under certain conditions
CONT_VOTING_PROC,CONTRACT VOTING PROCEDURE:  The table outlines the voting procedure set forth in a contract.
CONT_TYPE,CONTRACT TYPE:  List of valid types for a specific contract
CONT_STATUS,CONTRACT STATUS:  This table may be used to track the status of the contract as it changes over time.  Various types of statuses may be captured
CONT_REMARK,CONTRACT REMARK:  a text description to record general comments on the  contract tracking when remark was made
CONT_PROVISION_XREF,CONTRACT PROVISION CROSS REFERENCE:  tracks relationships between  distinct articles in the formal document. (one proviso fulfillment  relies on another proviso)
CONT_PROVISION_TEXT,CONTRACT PROVISION TEXT:  the actual text used in the distinct article  in the formal document.
CONT_PROVISION,CONTRACT PROVISION:  an article or clause that introduces a  condition or term which the fulfillment of an agreement  depends (provides operational and/or earning requirements)
CONT_OPER_PROC,CONTRACT OPERATING PROCEDURE:  This table outlines the operating procedure defined in the contract.  Specific clauses may be stored in the CONT PROVISION TEXT table if desired.
CONT_MKTG_ELECT_SUBST,CONTRACT MARKETING ELECTION SUBSTANCE:  the producing substance(s) to  be marketed by the operator on behalf of the joint account.
CONT_KEY_WORD,CONTRACT KEY WORD:a searchable key word found in the  contract.
CONT_JURISDICTION,CONTRACT JURISDICTION:  a specified area determined by a governing  agency
CONT_EXTENSION,CONTRACT EXTENSION:  this table is used to describe extensions beyond the primary term that are granted to an contract.  In some cases
CONT_EXEMPTION,CONTRACT EXEMPTION:  Describes which business associates are exempt from specific contractual obligations or other provisions.
CONT_BA_SERVICE,CONTRACT BUSINESS ASSOCIATE SERVICE:  A cross reference table allowing  services provided by a business associate for the management or  maintenance of the contract.  This table should not be used to track  partners.
CONT_BA,CONTRACT BUSINESS ASSOCIATE:  This table lists all the business associates involved in a contract and describes their role in contract creation
CONT_AREA,CONTRACT AREA:  Use this table to  list the areas into which a contract falls.  Note that the list may contain geographic overlaps and jurisdicational or regulatory overlaps.
CONT_ALLOW_EXPENSE,CONTRACT ALLOWABLE EXPENSE:  an amount or percent or description of a  type of expense(s)  that are agreed to and  usually derived from the  accounting procedure.
CONT_ALIAS,CONTRACT ALIAS:  a contract reference number related to another  business associates internal contract reference.
PALEO_SUM_COMP,PALEO SUMMARY COMPONENT; Lists all the components that are associated with the report
PALEO_SUM_AUTHOR,PALEO SUMMARY AUTHOR;  This table tracks the authors of a paleontological report.  May include corporate
PALEO_SUMMARY,PALEO SUMMARY: Header information for the Paleontological study that was done.
PALEO_OBS_QUALIFIER,PALEO OBSERVATION QUALIFIER:  a qualifier that is added to an identification of a fossil or its interpretation.  Can include values such as AT
PALEO_INTERP,PALEONTOLOGICAL INTERPRETATION:  this table summarizes the interpretations made for the report.  Each row is used to  identify the assemblage
PALEO_FOSSIL_OBS,PALEO FOSSIL LIST OBSERVATION:  this table provides a list of all the observataions about fossils identified during analysis
PALEO_FOSSIL_LIST,PALEO FOSSIL LIST:  this table provides a list of all the fossils identified during analysis
PALEO_FOSSIL_INTERP,PALEO FOSSIL INTERPRETATION:  This table lists the fossils that were used to support the interpretation in PALEO INTERP.
PALEO_FOSSIL_IND,PALEO FOSSIL PALEO INDICATOR: A set of indicator types typically generated during fossil analysis and interpretation.  Can include youngest
PALEO_CONFIDENCE,PALEO CONFIDENCE:  This table indicates the certainty in a paleontological interpretation
PALEO_CLIMATE,PALEONTOLOGICAL CLIMATE:  The average state or typical conditions of climate during some past geological period.
PALEO_ABUND_SCHEME,PALEO ABUNDANCE SCHEME:  this table contains the denormalized information about schemes that are used to measure relative abundance and the scores that are associated with the schemes.
PALEO_ABUND_QUALIFIER,PALEO ABUNDANCE QUALIFIER:  a qualifier that is added to an identification of the abundance of a fossil or its interpretation.
OBLIG_XREF,OBLIGATION CROSS REFERENCE:  This table is added to allow obligations  to be associated with related obligations.  For example
OBLIG_TYPE,OBLIGATION TYPE:  The type or classification of an obligation.  A vertical table is provided to support business requirements that obligations may be described as having many types.
OBLIG_SUBSTANCE,OBLIGATION SUBSTANCE:  This table is used to capture the substances that are covered by an obligation.  Support for take in kind agreements are supported with this information.
OBLIG_REMARK,OBLIGATION REMARK:  General narrative remarks about the obligation may be stored in this table.
OBLIG_PAY_DETAIL,OBLIGATION PAYMENT DETAIL:  breakdown of the detail ofhow each payment was made.  For example
OBLIG_PAYMENT_RATE,OBLIGATION PAYMENT RATE:  A rate set by regulation and law for  Crown or Federal  Mineral rights or a negotiated rate on Freehold
OBLIG_PAYMENT_INSTR,OBLGATION PAYMENT INSTRUCTIONS:  The payment instructionsprovide directions for direct transfer of funds
OBLIG_PAYMENT,OBLIGATION PAYMENT:  A land right obligation payment isthe rental or other payment amount paid by the maintainor to the  lessor on behalf of the lessees over the lifetime of the land right.
OBLIG_DEDUCT_CALC,OBLIGATION DEDUCTION CALCULATION:  This table is used to calculate valid deductions from the payment of an obligation.  The vertical nature of the table provides a great deal of flexibility in the type of calculations that cam be supported.
OBLIG_DEDUCTION,OBLIGATION  DEDUCTION:  describes a deduction made from an obligation such as a  land right royalty payment.  This table will be defined in more  detail in future modeling cycles and is subject to change.
OBLIG_CALC,OBLIGATION CALCULATION:  This table is used to capture details about how an obligation is calculated.  A vertical table structure allows great flexibility in the types of calculations that are supported.
OBLIG_BA_SERVICE,OBLIGATION BUSINESS ASSOCIATE:  indicates associations between obligations and business associates
OBLIG_ALLOW_DEDUCTION,OBLIGATION ALLOWABLE DEDUCTION:deductions that can be made to the gross obligation
OBLIGATION_COMPONENT,OBLIGATION COMPONENT:  Use this table to capture the relationships between the obligation and other business objects
OBLIGATION,OBLIGATION: a condition of commitment on the  mineral agreement which must be fulfilled by the lessee.  There aremany types of obligations and the fulfillment of an obligation may  require  a change to the agreement.  e.g. offset obligation
NOTIF_BA,NOTIFICATION PARTY:  this table may be used to identify all  parties who send or receive notifications.  It tracks when each  notification was sent and received by each party.
NOTIFICATION_COMPONENT,NOTIFICATION COMPONENT: This table is used to capture the relationships between notifications and busines objects
NOTIFICATION,NOTIFICATION:  Use this table to capture notifications
LITH_STRUCTURE,LITHOLOGIC STRUCTURE:  the physical structure within a major rock  type or sub interval
LITH_SAMPLE_PREP_METH,LITHOLOGIC SAMPLE PREPARATION METHOD:  A specific method use to prepare a sample for analysis. General categories about the type of preparation (chemical wash) are stored in R LITH PREP TYPE.
LITH_SAMPLE_PREP,LITHOLOGIC SAMPLE PREPARATION:  Describes the physical or chemical processes used to prepare a field sample for analysis.  Can inlude acid washes
LITH_SAMPLE_DESC,LITHOLOGIC SAMPLE DESCRIPTION: This table is used to describe the characteristics of a lithologic sample  such as color
LITH_SAMPLE_COLLECTION,LITHOLOGIC SAMPLE COLLECTION:  this table is used to describe how the sample was collected.  A single sample may be the result of collections at several positions.  Use this table to indicate the particular well
LITH_SAMPLE,LITHOLOGIC SAMPLE:  a Lithologic sample may be collected during onshore or offshore well drilling operations
LITH_ROCK_TYPE,LITHOLOGIC ROCK TYPE- a description of principle rock type  comprising an interval.
LITH_ROCK_STRUCTURE,LITHOLOGIC ROCK STRUCTURE:  Contains information about the physical  structures within a major rock thpe.  In sedimentary rocks
LITH_ROCK_COLOR,LITHOLOGIC ROCK COLOR:  a description of the color of theprinciple rock type.
LITH_POROSITY,LITHOLOGIC POROSITY:  the observed porosity of lithologic sample
LITH_MEASURED_SEC,LITHOLOGIC MEASURED SECTION:  an aggegate description recordof the stratigraphic thickness and lithology.STRATIGRAPHIC FIELD STATION:  any location where geological studies or  analysis or observations are carried out
LITH_LOG_REMARK,LITHOLOGIC LOG REMARK:  Narrative remarks about a lithologic log.
LITH_LOG_COMPONENT,LITHOLOGY LOG COMPONENT: This table is used to capture the relationships between lithological logs and busines objects
LITH_LOG_BA_SERVICE,LITHOLOGY LOG BUSINESS ASSOCIATE SERVICE:  A cross reference table allowing  services provided by a business associate for the creation
LITH_LOG,LITHOLOGIC LOG - a descriptive record of lithology.
LITH_INTERVAL,LITHOLOGIC INTERVAL - a depth interval of a descriptive record of  lithology.
LITH_GRAIN_SIZE,LITHOLOGIC GRAIN SIZE - a description of grain or crystal sizes of  rock components.
LITH_DIAGENESIS,LITHOLOGIC DIAGENESIS - a description of the post depositionalalteration.
LITH_DESC_OTHER,LITHOLOGIC DESCRIPTION OTHER: This table is to be used to capture descriptions of the lithologic samples that are not covered by LITH SAMPLE DESC.  It is generally preferable to use LITH SAMPLE DESC when possible
LITH_DEP_ENV_INT,LITHOLOGIC DEPOSITIONAL ENVIRONMENT INTERVAL-  aninterpreted depositional environment over a specified interval.
LITH_COMP_GRAIN_SIZE,LITHOLOGIC COMPONENT GRAIN SIZE:  Contains information about measured  sizes in the rock component.  The information contained in this table  includes the actual size of the grain the the type of the scaling  system source used to determine the grain size (e.g. Wentworth scale)
LITH_COMPONENT_COLOR,LITHOLOGIC COMPONENT COLOR:  This table records descriptions of the  color of the principle rock type component or accessory.  Fossil or  mineral constituents have certain color characteristics and this table  defines the basic color
LITH_COMPONENT,LITHOLOGIC MAJOR ROCK TYPE COMPONENT:  description of major  or minor rock component.  Can include fossils.
LEGAL_TEXAS_LOC,LEGAL TEXAS LOCATION: Describes the location of an object in reference to a Texas land survey.
LEGAL_OHIO_LOC,LEGAL OHIO LOCATION: The Ohio Location table describes the location of an object within the state of Ohio. This land survey scheme is patterned for identifying Ohio wellbore locations.
LEGAL_OFFSHORE_LOC,LEGAL OFFSHORE LOCATION: This table locates an object within a grid of blocks covering U.S. Federal and State waters. The offshore location table includes the Gulf states and Outer Continental Shelf area.
LEGAL_NTS_LOC,LEGAL NATIONAL TOPOGRAPHIC SERIES LOCATION: Describes a location in reference to the National Topographic Series survey system used in British Columbia
LEGAL_NORTH_SEA_LOC,LEGAL NORTH SEA LOCATION: This table describes the European locations and is primarily used to store the coordinates of an Object surveyed within the North Sea system of offshore areas
LEGAL_NE_LOC,LEGAL NORTHEAST US LOCATION: The North East Location table contains location information pertaining to States located in the North East region of the United States.
LEGAL_LOC_REMARK,LEGAL LOCATION REMARK: Contains information about the narrative description of the location. Typically
LEGAL_GEODETIC_LOC,GEODETIC LOCATION: Describes a location in the virtual Geodetic System. It incorporates latitude and longitude values directly
LEGAL_FPS_LOC,LEGAL FEDERAL PERMIT SYSTEM LOCATION: The description of locations in the Federal Permit System used in Canada.  This system is used in all Canadian Federal Lands in both the offshore and the northern territories.
LEGAL_DLS_LOC,LEGAL DOMINION LAND SURVEY LOCATION: The DLS table describes the location of an objectbased on the Canadian Dominion Land Survey (DLS). This survey system is used in the Canadian provinces of Manitoba
HSE_INCIDENT_TYPE,HSE INCIDENT TYPE:  The type of incident that has been reported
HSE_INCIDENT_SUBSTANCE,HSE INCIDENT SUBSTANCE:  Use this table to describe the various susbstances involved in an incident.  Not all substances may be hydrocarbons
HSE_INCIDENT_SEV_ALIAS,HSE INCIDENT SEVERITY ALIAS:  A table containing all of the names
HSE_INCIDENT_SEVERITY,HSE INCIDENT SEVERITY:  The severity of an actual incident
HSE_INCIDENT_SET,HSE  INCIDENT SET:  Use this table to define sets of incidents that are recorded during well operations
HSE_INCIDENT_RESPONSE,HSE INCIDENT RESPONSE: Describes an action taken as a result of what happened at an incident.  For example
HSE_INCIDENT_REMARK,HSE INCIDENT REMARK:  Use this table to capture narrative or classified remarks relating to the HSE Incident.  For example
HSE_INCIDENT_INTERACTION,HSE INCIDENT INTERACTION:  Use this table to create the complex relationships that describe an incident.  For example
HSE_INCIDENT_EQUIV,HSE INCIDENT EQUIVALENCE:  Indicates equivalence types between various kinds of incidents
HSE_INCIDENT_EQUIP,HSE INCIDENT EQUIPMENT: Use this table to track the involvement of equipment and incidents.
HSE_INCIDENT_DETAIL,HSE INCIDENT DETAIL: Use this table to describe the things that happen as a result of the incident.  Results can include fire
HSE_INCIDENT_COMPONENT,HSE INCIDENT COMPONENT:  This table is used to associate business objects
HSE_INCIDENT_CLASS_ALIAS,INCIDENT CLASS ALIAS:  Use this table to capture all the names
HSE_INCIDENT_CLASS,HSE  INCIDENT CLASS:  Use this table to broadly classify the type of incident
HSE_INCIDENT_CAUSE,HSE INCIDENT CAUSE:  Describes the causes of an incident
HSE_INCIDENT_BA,HSE INCIDENT BUSINESS ASSOCIATE: Use this table to track the involvement of crew members and crews or other involved parties (police
PPDM_MAP_RULE,PPDM SYSTEM DETAILED MAPPING RULE:  Use this table to track rules that govern the mapping or migration between systems.  For example
PPDM_MAP_DETAIL,PPDM SYSTEM DETAILED MAPPING:  Use this table to track mappings between systems. You can map between tables
PPDM_INDEX_COLUMN,PPDM INDEX COLUMN:  This table lists the columns included in each index
PPDM_INDEX,PPDM INDEX:  This table lists the indexes provided through the DDL.  Members may populate this table to show the indexes that are applied for a specific implementation.  The PPDM Association provides a basic set of starter indexes for model delivery.
PPDM_GROUP_XREF,PPDM GROUP CROSS REFERENCE:  This table can be used to keep track of relationships between groups
PPDM_GROUP_REMARK,PPDM GROUP REMARK:  Use this table to record narrative remarks about any PPDM Group. This table is intended to help document and describe groups fully.
PPDM_GROUP_OWNER,PPDM GROUP OWNER:  This table can be used to track who the owners of a group are.  A group may be owned by one or more applications.  Each group may also be owned by one or more business assiciates
PPDM_GROUP_OBJECT,PPDM GROUP OBJECT:  this table allows you to group system or business objects together into logical sets.  You can use this table to link tables
PPDM_GROUP,PPDM GROUP:  This table can be used to track associations between columns in the data model and logical groupings.  For example
PPDM_EXCEPTION,PPDM EXCEPTION: Table to hold any exceptions or constraint violations. These typically occur when referential integrity constraints have been disabled (to allow for a mass load or update) and then re-enabled. Any rows which violate a const  raint will be recordedin the exception table. This allows the ability to correct the row (or delete it). Thus the constraints can be re-enabled.
PPDM_DOMAIN,PPDM COLUMN DOMAIN: Meta data dealing with commonalities of columns (their makeup). These common qualities are known as the domain spanning the columns.
PPDM_DATA_STORE,PPDM_DATA_STORE: Allow for the grouping of tables which may  use different units of measure as defaults.
PPDM_CONS_COLUMN,PPDM CONSTRAINT COLUMN:  This table lists the columns that are included in the constraint
PPDM_CONSTRAINT,PPDM CONSTRAINT:  This table lists the primary
PPDM_COLUMN_ALIAS,PPDM COLUMN ALIAS or SYNONYM:  Alternate identifiers for a column
PPDM_COLUMN,PPDM COLUMN INFORMATION: Contains meta data regarding the columns in the PPDM schema. This is information designed to assist in the units of measure module.
PPDM_CODE_VERSION_XREF,REFERENCE CODE VERSION CROSS REFERENCE:  Use this table to keep track of relationships between reference values
PPDM_CODE_VERSION_USE,REFERENCE CODE VERSION: The code version table contains  lookup codes  and descriptions as supplied by various sources.  Each code  in a data  field describes the meaning of a number
PPDM_CODE_VERSION_COLUMN,REFERENCE CODE VERSION COLUMN:  Use this table to store the values of the columns in reference sets where the PK is more than one component.
PPDM_CODE_VERSION,REFERENCE CODE VERSION: The code version table contains  lookup codes  and descriptions as supplied by various sources. This table pair is designed to store reference values as singles
PPDM_CHECK_CONS_VALUE,PPDM CHECK  CONSTRAINT VALUE:  this table lists the values that a column may have when the value is limited by check constraint.  Check constraints are used for IND values
PPDM_AUDIT_HISTORY_REM,PPDM AUDIT HISTORY REMARK:  Use this table to capture remarks about the auditing
PPDM_AUDIT_HISTORY,PPDM AUDIT HISTORY:  Use this table to keep track of a complete audit history for information in the database.  As your business rules require
POOL_VERSION,POOL VERSION:  Alternate version of POOL information.  The Preferred  version is stored in POOL.
POOL_INSTRUMENT,POOL INSTRUMENT:  This table identifies instruments that are created to legally define a pool.  Usually pool instruments are created by a regulatory body.
POOL_COMPONENT,POOL COMPONENT: This table is used to capture the relationships between pools and busines objects
POOL_AREA,POOL  IN AREA:  identifies any areas that the pool covers
POOL_ALIAS,POOL ALIAS:  alternate name by which the pool is known
POOL,POOL: Represents a reservoir or a  group of small tracts of land  brought together for the granting of a well permit under applicable  spacing rules.  In Canada pool almost exclusively refers to a reservoir and these  codes are usually unique within a province/field. In the United States
PDEN_XREF,PRODUCTION ENTITY CROSS REFERENCE: Another means of linking productionentities to support relationships not explicitly defined in the PPDM  production model.
PDEN_WELL,PRODUCTION ENTITY AS WELL:  This table facilitates the representation  of a well as a production reporting entity.  It allows a different setof identifiers and relationships for production reporting purposes.For instance
PDEN_VOL_SUMM_OTHER,PRODUCTION ENTITY VOLUME REPORT SUMMARY - OTHER FLUIDS:  Summary of  reported volumes for fluids not included as categories in the volume  summary report.
PDEN_VOL_SUMMARY,PRODUCTION ENTITY VOLUME REPORT SUMMARY:  A summary of reported  volumes for common types of fluids over a specified time period.
PDEN_VOL_REGIME,PRODUCTION ENTITY UNIT REGIME:  This table keeps track of which unit regime should be used for each production entity through the life cycle of that entity.
PDEN_VOL_DISPOSITION,PRODUCTION ENTITY VOLUME DISPOSITION:  A reported movement of fluid  between two production entities.A relationship is established between two production entities for theduration of the transaction (movement).This relationship may be  different than the usual reported or operational relationships  established by the two production entities.
PDEN_VOLUME_ANALYSIS,PDEN VOLUME ANALYSIS:  Contains the parameters used for volumetric calculations .
PDEN_STATUS_HIST,PRODUCTION ENTITY STATUS HISTORY: Contains an historical account of  the operating status of the production reporting entity.
PDEN_RESENT_CLASS,PRODUCTION ENTITY SUBTYPE RESERVE ENTITY CLASS:  This production subtype is added to allow forecast volumes to be reported for a reserve entity class.  Only forecast volumes should be stored with this sub type.  Actual volumes should be stored as PDEN RESENT.
PDEN_RESENT,PDEN RESERVE ENTITY SUBTYPE:  a valid subtype of production entity that is a reserve entity.  This entity will allow you to track actual volumes for groups of wells.
PDEN_PR_STR_FORM,PRODUCTION ENTITY AS WELL STRING FORMATION:  This table facilitates  the representation of a well string formation as a production  reporting entity.  It allows a different set of identifiers and  relationships for production reporting purposes.For instance
CONT_ACCOUNT_PROC,CONTRACT ACCOUNTING PROCEDURE:  The accounting procedure defines those  terms and conditions that must be adhered to by all business  assoicates having a working interest in the lands convered by the  contract.  Accounting Procudures may be industry standard forms (e.g.  PASC 1988 or COPAS 1986) or unique to a contract
CONTRACT_COMPONENT,CONTRACT COMPONENT:  a table that associates a contract with land  rights
CONTRACT,CONTRACT:  a binding agreement between two or more parties  for the express purpose of sharing risk with associated revenue and  expenses in a exploitation or exploration undertaking or the joint  building of a oil and gas production facility.  An agreement for  exploration or expoitation is always associated with substance(s) and  zone(s) which have been granted by the mineral rights owner.
CONTEST_REMARK,CONTEST REMARK: narrative remarks about the  contest.
CONTEST_PARTY,CONTEST PARTY:  tracks the parties (Business Associates)  who are involved with the contest. Parties may be  litigators
CONTEST_COMPONENT,CONTEST COMPONENT:  the business objects that are associated with a contest.
CONTEST,LAND RIGHT CONTESTED:  representation of information about contested  land rights.  Contestation may be internal (within a country) or  external (between countries).  Summary information about the cause  and resolution of each contest may be tracked.  In support of thebusiness requriements
CONSULT_XREF,CONSULTATION CROSS REFERENCE:  this table is used to track relationships between consultations.  Some consultations are associated with each other because of regulatory issues
CONSULT_ISSUE,CONSULTATION ISSUE:  this table is used to track details about the consultation process.  Each row may relate to the entire consultation or to a specific discussion related to that consultation and identifies and issue and its resolution.
CONSULT_DISC_ISSUE,CONSULTATION DISCUSSION ISSUE:  Use this table to keep track of the issues that are rasied as part of the consultation
CONSULT_DISC_BA,CONSULTATION DISCUSSION BUSINESS ASSOCIATES:  Use this table to keep track of all the business associates who are involved in each discussion.
CONSULT_DISC,CONSULTATION DISCUSSION:  Use this table to keep track of the discussions that occur during a consultation.  these discussions could be meetings
CONSULT_COMPONENT,CONSULTATION COMPONENT: Use this table to track the business objects and other components that are related to a consultation
CONSULT_BA,CONSULTATION BUSINESS ASSOCIATE:  Use this table to keep track of all the parties involved in a consultation over time.
CONSULT,CONSULTATION:  This table is used to capture the process of consultation through the life cycle of business objects (cradle to grave).  Consultation often occurs in order to develop agreements about how field operations should be undertaken and may involve E and P companies
CONSENT_REMARK,CONSENT REMARK:  remarks about the consent and the process of obtaining it.Can be used to track progress notes and comments.
CONSENT_COND,CONSENT CONDITIONS:  conditions that are attached to the consent
CONSENT_COMPONENT,CONSENT COMPONENT:  use this table to associate the land rights
CONSENT_BA,CONSENT BUSINESS ASSOCIATE:  This table is  added to allow people or companies to be associated with the consent.  These people or companies may be validated against the business associates table or simple stored in an unvalidated column depending what you need to dowith the data.
CONSENT,CONSENT: Consents grant permission to conduct operations based on approval of what is done or proposed by another.  Conditions
CLASS_SYSTEM_XREF,CLASSIFICATION SYSTEM CROSS REFERENCE:  Use this table to capture the relationships between classification systems
CLASS_SYSTEM_ALIAS,CLASSIFICATION SYSTEM ALIAS:  An alternate name
CLASS_SYSTEM,CLASSIFICATION: SYSTEM:  Identifies and describes the classification system that is used.  The UNSPSC code set is a useful and practical source of classification information.
CLASS_LEVEL_XREF,CLASSIFICATION SYSTEM CROSS REFERENCE:  This table may be used to indicate relationships between levels of a classification system
CLASS_LEVEL_TYPE,REFERENCE CLASSIFICATION LEVEL TYPE:  The type of level that has been assigned in the classification system.  Typically
CLASS_LEVEL_DESC,CLASSIFICATION  LEVEL DESCRIPTIONS:  Use this table to define what kinds of descriptions are relevant for objects at a level in the classification system.For example
CLASS_LEVEL_COMPONENT,CLASSIFICATION LEVEL COMPONENT: This table is used to capture the relationships between specific levels of the classification systems and busines objects
CLASS_LEVEL_ALIAS,CLASSIFICATION LEVEL ALIAS:  An alternate name
CLASS_LEVEL,CLASSIFICATION LEVEL: This table is used to capture the levels in classification systems
CAT_EQUIP_SPEC,EQUIPMENT CATALOGUE SPECIFICATIONS:  Use this table to capture the published specifications for kinds of equipment
CAT_EQUIP_ALIAS,CATALOGUE EQUIPMENT ALIAS:  Equipment that is listed in catalogues may have more than one name
CAT_EQUIPMENT,EQUIPMENT CATALOGUE:  Use this table and its children to list and describe  the kinds of equipment that you need.  Think of this as a catalogue or brochure that shows all the kinds of equipment that you may use
CAT_ADDITIVE_XREF,ADDITIVE CATALOGUE CROSS REFERENCE:Use this table to list relationships between additives.  For example
CAT_ADDITIVE_TYPE,CATALOGUE ADDITIVE TYPE:  A material added to a fluid to perform one or more specific functions
CAT_ADDITIVE_SPEC,CATALOGUE ADDITIVE SPECIFICATIONS:  Use this table to capture the published specifications for kinds of additives
CAT_ADDITIVE_ALIAS,CATALOGUE ADDITIVE ALIAS:  Additives that is listed in catalogues may have more than one name
CAT_ADDITIVE,CATALOGUE ADDITIVE:  Use this table and its children to list and describe  the kinds of additives that you need.  Think of this as a catalogue or brochure that shows all the kinds of additive that you may use
BUSINESS_ASSOCIATE,BUSINESS ASSOCIATE: The Business Associate table serves as avalidation/lookup table associating the code values for each businessassociate with their full name and information about company partners  and other parties with whom business is conducted (e.g.
BA_XREF,BUSINESS ASSOCIATE CROSS REFERENCE:  represents historical  connections between business associates
BA_SERVICE_ADDRESS,BA SERVICE ADDRESS:  a cross reference which allows a connectionbetween the services provided by a business associate and the  addresses at which that service is provided.
BA_SERVICE,BUSINESS ASSOCIATE SERVICE:  Describes the primary services provided  by a business associate.  For example drilling contractor
BA_PREFERENCE_LEVEL,BUSINESS ASSOCIATE PREFERENCE LEVEL:  Use this table to rank specific preferences in order of desirability.
BA_PREFERENCE,BUSINESS ASSOCIATE PREFERENCE:  This set of tables may be used to track the preferences of a user for application settings
BA_PERMIT,BUSINESS ASSOCIATE PERMIT:  Describes the permits held by a business associate to conduct various operations in different jurisdictions.  Permits may be held for well drilling operations
BA_ORGANIZATION_COMP,BA ORGANIZATION COMPONENT:  allows relationships in internal corporate structure of a  business associate to be tracked at whatever level is appropriate to  the user site.
BA_ORGANIZATION,BA ORGANIZATION:  allows the internal corporate structure of a  business associate to be tracked at whatever level is appropriate to  the user site.  Connections to this table are not generally provided  in PPDM
BA_LICENSE_VIOLATION,BA LICENSE VIOLATION:  Use this table to track incidents where the terms of a license have been violated (or perhaps are claimed to be violated).  At this time the table is relatively simple in content.
BA_LICENSE_TYPE,LICENSE TYPE:  The type of license that has been granted
BA_LICENSE_STATUS,BUSINESS ASSOCIATE  LICENSE STATUS:  Tracks the status of well license throughout its lifetime.  Various types of status may be included at the discretion of the implementor.
BA_LICENSE_REMARK,BUSINESS ASSOCIATE LICENSE REMARK:  a text description to record general comments on the  license tracking when remark was made
BA_LICENSE_COND_TYPE,LICENSE CONDITION:  A list of valid condition types that can be placed on a license.  These conditions may require activities
BA_LICENSE_COND_CODE,LICENSE CONDITION CODE:  A list of valid condition codes for a type of condition that can be placed on a license.For example
BA_LICENSE_COND,BA LICENSE CONDITION: lists the conditions under which the license or approval has been granted.  May include payment of fees
BA_LICENSE_AREA,BUSINESS ASSOCIATE LICENSE AREA:list of the areas into which a business associate license falls.
